Type,Date,Deliv Date,Num,Source-Name,Job-Sales Number,Item,Qty,Rcvd,Cost-Price,Amount,Item-Description,Open-Balance,Other,QT1,QT2,AT
Purchase Order,9/15/23,9/20/23,55152,McMaster-Carr Supply Co.,GF12,"94708A213 (Hot-Dipped Galvanized Steel with Neoprene Sealing Washer, for Number 12 Screw Size, 0...",1,1,6.56,6.56,"Hot-Dipped Galvanized Steel with Neoprene Sealing Washer, for Number 12 Screw Size, 0.24"" ID, 0....",0,,,,
Purchase Order,9/19/23,9/26/23,55154,Sager Electronics,GF12-33310,"614NHH (DC Fans DC Tubeaxial Fan, 60x60x25mm, 24VDC, 33CFM, 3W, 6850RPM, 41dBA, Ball Bearing)",1,1,29.39,29.39,"DC Fans DC Tubeaxial Fan, 60x60x25mm, 24VDC, 33CFM, 3W, 6850RPM, 41dBA, Ball Bearing",0,Shipping,,,
Purchase Order,9/19/23,10/17/23,55156,Professional Plastics,GF12,GF12.150.01.A (Lower Panel 1 (1748x584)),1,1,180,180,Lower Panel 1 (1748x584),0,"1x150.1,",,,
Purchase Order,9/19/23,10/17/23,55156,Professional Plastics,GF12,GF12.150.03.A (Lower Panel 3 (366x731)),4,4,55,220,Lower Panel 3 (366x731),0,"4x150.3,",,,
Purchase Order,9/19/23,10/17/23,55156,Professional Plastics,GF12,GF12.150.04.A (Lower Panel 4 (797x731)),2,2,112,224,Lower Panel 4 (797x731),0,"2x150.4,",,,
Purchase Order,9/19/23,10/17/23,55156,Professional Plastics,GF12,GF12.150.05.A (Lower Panel 5 (766x731)),2,2,112,224,Lower Panel 5 (766x731),0,"2x150.5,",,,
Purchase Order,9/19/23,10/17/23,55156,Professional Plastics,GF12,GF12.150.06.A (Lower Panel 6 (1726x731)),2,2,135.22,270.44,Lower Panel 6 (1726x731),0,"2x150.6,",,,
Purchase Order,9/19/23,10/17/23,55156,Professional Plastics,GF12,GF12.150.08.A (End Clear Panel Guard),1,1,204,204,End Clear Panel Guard,0,"1x150.8,",,,
Purchase Order,9/19/23,10/17/23,55156,Professional Plastics,GF12,GF12.290.01.A (Unwind Clear Panel),2,2,112,224,Unwind Clear Panel,0,"2x290.1,",,,
Purchase Order,9/19/23,10/13/23,55157,Professional Plastics,GF12,GF12.124.02.A (Clear Polycarb Panel Door  5  1006x944),1,1,49.476,49.48,Clear Polycarb Panel Door  5  1006x944,0,"1x124.2,",,,
Purchase Order,9/19/23,10/13/23,55157,Professional Plastics,GF12,GF12.124.03.A (Clear Polycarb Panel Door  5  1051x944),1,1,49.476,49.48,Clear Polycarb Panel Door  5  1051x944,0,"1x124.3,",,,
Purchase Order,9/19/23,10/13/23,55157,Professional Plastics,GF12,GF12.124.04.A (Clear Polycarb Panel Door  6  1006x1212),1,1,49.476,49.48,Clear Polycarb Panel Door  6  1006x1212,0,"1x124.4,",,,
Purchase Order,9/19/23,10/13/23,55157,Professional Plastics,GF12,GF12.124.05.A (Clear Polycarb Panel Door  6  1051x1212),1,1,49.476,49.48,Clear Polycarb Panel Door  6  1051x1212,0,"1x124.5,",,,
Purchase Order,9/19/23,10/13/23,55157,Professional Plastics,GF12,GF12.125.02.A (Clear Polycarb Panel Door  7  722x1097),1,1,49.476,49.48,Clear Polycarb Panel Door  7  722x1097,0,"1x125.1,",,,
Purchase Order,9/19/23,10/13/23,55157,Professional Plastics,GF12,GF12.125.03.A (Clear Polycarb Panel Door  8  722x1214),1,1,49.476,49.48,Clear Polycarb Panel Door  8  722x1214,0,"1x125.2,",,,
Purchase Order,9/19/23,10/13/23,55157,Professional Plastics,GF12,GF12.126.02.A (Clear Polycarb Panel Door  9  515x1097),1,1,49.476,49.48,Clear Polycarb Panel Door  9  515x1097,0,"1x126.1,",,,
Purchase Order,9/19/23,10/13/23,55157,Professional Plastics,GF12,GF12.126.03.A (Clear Polycarb Panel Door  9  560 x1097),1,1,49.476,49.48,Clear Polycarb Panel Door  9  560 x1097,0,"1x126.2,",,,
Purchase Order,9/19/23,10/13/23,55157,Professional Plastics,GF12,GF12.126.04.A (Clear Polycarb Panel Door  10  515x1214),1,1,49.476,49.48,Clear Polycarb Panel Door  10  515x1214,0,"1x126.3,",,,
Purchase Order,9/19/23,10/13/23,55157,Professional Plastics,GF12,GF12.126.05.A (Clear Polycarb Panel Door  10  560x1214),1,1,49.476,49.48,Clear Polycarb Panel Door  10  560x1214,0,"1x126.4,",,,
Purchase Order,9/19/23,10/13/23,55157,Professional Plastics,GF12,GF12.127.02.A (Clear Polycarb Panel Door  11  765x947),1,1,49.476,49.48,Clear Polycarb Panel Door  11  765x947,0,"1x127.1,",,,
Purchase Order,9/19/23,10/13/23,55157,Professional Plastics,GF12,GF12.127.03.A (Clear Polycarb Panel Door  11  810x947),1,1,49.476,49.48,Clear Polycarb Panel Door  11  810x947,0,"1x127.2,",,,
Purchase Order,9/19/23,10/13/23,55157,Professional Plastics,GF12,GF12.127.04.A (Clear Polycarb Panel Door  12  765x1214),1,1,49.476,49.48,Clear Polycarb Panel Door  12  765x1214,0,"1x127.3,",,,
Purchase Order,9/19/23,10/13/23,55157,Professional Plastics,GF12,GF12.127.05.A (Clear Polycarb Panel Door  12  810x1214),1,1,49.476,49.48,Clear Polycarb Panel Door  12  810x1214,0,"1x127.4,",,,
Purchase Order,9/19/23,10/13/23,55157,Professional Plastics,GF12,GF12.128.02.A (Clear Polycarb Panel Door  13  536x1097),1,1,49.476,49.48,Clear Polycarb Panel Door  13  536x1097,0,"1x128.1,",,,
Purchase Order,9/19/23,10/13/23,55157,Professional Plastics,GF12,GF12.128.03.A (Clear Polycarb Panel Door  14  536x1214),1,1,49.476,49.48,Clear Polycarb Panel Door  14  536x1214,0,"1x128.2,",,,
Purchase Order,9/19/23,10/13/23,55157,Professional Plastics,GF12,GF12.260.01.A (Clear Polycarb Panel Door 3/4 676x1098),2,2,49.476,98.95,Clear Polycarb Panel Door 3/4 676x1098,0,"2x260.2,",,,
Purchase Order,9/19/23,10/13/23,55157,Professional Plastics,GF12,GF12.270.01.A (Clear Polycarb Panel Door 1/2 310x2030),2,2,49.476,98.95,Clear Polycarb Panel Door 1/2 310x2030,0,"2x270.1,",,,
Purchase Order,9/19/23,10/13/23,55158,Professional Plastics,GF12,GF12.120.01.A (Thin Wall Top Guard 1  ),0,0,0,0,Thin Wall Top Guard 1,0,,,,
Purchase Order,9/19/23,10/13/23,55158,Professional Plastics,GF12,GF12.120.02.A (Thin Wall Top Guard 2-3  ),0,0,0,0,Thin Wall Top Guard 2-3,0,,,,
Purchase Order,9/19/23,10/13/23,55158,Professional Plastics,GF12,GF12.120.03.A (Thin Wall Top Guard 4  ),0,0,0,0,Thin Wall Top Guard 4,0,,,,
Purchase Order,9/19/23,10/13/23,55158,Professional Plastics,GF12,SPCTW.315X60.000X72.000CL (.315 X 60 X 72 CLEAR TWINWALL POLYCARBONATE SHEET),2,2,149.5,299,.315 X 60 X 72 CLEAR TWINWALL POLYCARBONATE SHEET,0,"MATL: TOP GUARD 3, 5",,,
Purchase Order,9/19/23,10/5/23,55159,Xometry,GF12,GF12.654.03.A (P1B Spout Gripper LH),2,2,153.05,306.1,P1B Spout Gripper LH,0,,,,
Purchase Order,9/19/23,10/5/23,55159,Xometry,GF12,GF12.654.04.A (P1B Spout Gripper RH),2,2,153.97,307.94,P1B Spout Gripper RH,0,,,,
Purchase Order,9/19/23,10/5/23,55159,Xometry,GF12,GF12.654.05.A (P1L Spout Gripper LH),2,2,155.03,310.06,P1L Spout Gripper LH,0,,,,
Purchase Order,9/19/23,10/5/23,55159,Xometry,GF12,GF12.654.06.A (P1L Spout Gripper RH),2,2,156.34,312.68,P1L Spout Gripper RH,0,,,,
Purchase Order,9/19/23,10/13/23,55158,Professional Plastics,GF12,GF12.210.06.A (THIN WALL TOP GUARD 2),1,1,0,0,THIN WALL TOP GUARD 2,0,210.06,,,
Purchase Order,9/19/23,10/13/23,55158,Professional Plastics,GF12,GF12.120.01.B (THIN WALL TOP GUARD 3 - REV B),2,2,0,0,THIN WALL TOP GUARD 3 - REV B,0,120.01,,,
Purchase Order,9/19/23,10/13/23,55158,Professional Plastics,GF12,GF12.120.02.B (THIN WALL TOP GUARD 4 - REV B),1,1,0,0,THIN WALL TOP GUARD 4 - REV B,0,120.02,,,
Purchase Order,9/19/23,10/13/23,55158,Professional Plastics,GF12,GF12.120.03.B (THIN WALL TOP GUARD 5),1,1,0,0,THIN WALL TOP GUARD 5,0,120.03,,,
Purchase Order,9/19/23,10/13/23,55158,Professional Plastics,GF12,GF12.120.05.A (THIN WALL TOP GUARD 6),2,2,0,0,THIN WALL TOP GUARD 6,0,120.05,,,
Purchase Order,9/19/23,10/13/23,55158,Professional Plastics,GF12,GF12.120.06.A (THIN WALL TOP GUARD 7),1,1,0,0,THIN WALL TOP GUARD 7,0,120.06,,,
Purchase Order,9/19/23,10/13/23,55158,Professional Plastics,GF12,"PPCCL.315UCHANNEL8MM (DG0001	0.315 (8MM) CLEAR POLYCARBONATE U-CHANNEL X 12FT)",8,8,11.31,90.48,"DG0001	0.315 (8MM) CLEAR POLYCARBONATE U-CHANNEL X 12FT",0,GF12.120; GF12.210,,,
Purchase Order,9/19/23,10/13/23,55158,Professional Plastics,GF12,SPCTW.315X72.000X100.000CL (.315 X 72 X 100 CLEAR TWINWALL POLYCARBONATE SHEET),4,4,102.5,410,.315 X 72 X 100 CLEAR TWINWALL POLYCARBONATE SHEET,0,"MATL: TOP GUARD 1,2,3,4,6,7",,,
Purchase Order,9/20/23,11/1/23,55160,Professional Plastics,GF12,GF12.150.02.A (Lower Panel 2 (1748x731)  ),1,1,206,206,Lower Panel 2 (1748x731),0,"1x150.2,",,,
Purchase Order,9/20/23,11/1/23,55160,Professional Plastics,GF12,GF12.150.07.A (Lower Panel 7 (612x731)),2,2,112.3,224.6,Lower Panel 7 (612x731),0,"2x150.7,",,,
Purchase Order,9/20/23,11/1/23,55160,Professional Plastics,GF12,GF12.210.02.B (Lower Dancer-Nip Guard),0,0,180,0,Lower Dancer-Nip Guard,0,"1x210.2,",,,
Purchase Order,9/20/23,11/1/23,55160,Professional Plastics,GF12,GF12.210.03.B (Center Dancer-Nip Guard),0,0,187.55,0,Center Dancer-Nip Guard,0,"1x210.3,",,,
Purchase Order,9/20/23,11/1/23,55160,Professional Plastics,GF12,GF12.210.04.B (Upper Dancer-Nip Guard),0,0,170,0,Upper Dancer-Nip Guard,0,"1x210.4,",,,
Purchase Order,9/20/23,11/1/23,55160,Professional Plastics,GF12,GF12.331.10.A (Diverter Guard),0,0,500,0,Diverter Guard,0,"1x331.10,",,,
Purchase Order,9/20/23,11/1/23,55160,Professional Plastics,GF12,GF12.631.10.A (Diverter Guard),0,0,500,0,Diverter Guard,0,"1x631.10,",,,
Purchase Order,9/20/23,11/1/23,55160,Professional Plastics,GF12,GF12.120.04.A (Flying Knife Guard),1,1,118.57,118.57,Flying Knife Guard,0,"1x631.10,",,,
Purchase Order,9/20/23,9/21/23,55161,McMaster-Carr Supply Co.,GF12 / LT13,"93245A225 (Alloy Steel Flat-Tip Set Screws, M5 x 0.8 mm Thread, 12 mm Long, PKG 50)",2,2,10.27,20.54,"Alloy Steel Flat-Tip Set Screws, M5 x 0.8 mm Thread, 12 mm Long, PKG 50",0,,,,
Purchase Order,9/27/23,9/27/23,55166,"Curbell Plastics, Inc.",GF12,GF12.210.02.B (Lower Dancer-Nip Guard),1,1,186.75,186.75,Lower Dancer-Nip Guard,0,210.02,,,
Purchase Order,9/27/23,9/27/23,55166,"Curbell Plastics, Inc.",GF12,GF12.210.03.B (Center Dancer-Nip Guard),1,1,246.75,246.75,Center Dancer-Nip Guard,0,210.03,,,
Purchase Order,9/27/23,9/27/23,55166,"Curbell Plastics, Inc.",GF12,GF12.210.04.B (Upper Dancer-Nip Guard),1,1,226.67,226.67,Upper Dancer-Nip Guard,0,210.04,,,
Purchase Order,9/27/23,9/27/23,55166,"Curbell Plastics, Inc.",GF12,GF12.331.10.A (Diverter Guard),1,1,333.5,333.5,Diverter Guard,0,331.1,,,
Purchase Order,9/27/23,9/27/23,55166,"Curbell Plastics, Inc.",GF12,GF12.631.10.A (Diverter Guard),1,1,333.5,333.5,Diverter Guard,0,631.1,,,
Purchase Order,9/27/23,9/28/23,55167,McMaster-Carr Supply Co.,GF12,"57445K442 (Clamping Shaft Collar for 8 mm Shaft Diameter, Zinc Plated 1215 Carbon Steel)",1,1,10.36,10.36,"Clamping Shaft Collar for 8 mm Shaft Diameter, Zinc Plated 1215 Carbon Steel",0,,,,
Purchase Order,9/27/23,9/28/23,55167,McMaster-Carr Supply Co.,GF12,"94708A213 (Hot-Dipped Galvanized Steel with Neoprene Sealing Washer, for Number 12 Screw Size, 0...",1,1,6.56,6.56,"Hot-Dipped Galvanized Steel with Neoprene Sealing Washer, for Number 12 Screw Size, 0.24"" ID, 0....",0,,,,
Purchase Order,9/27/23,9/28/23,55167,McMaster-Carr Supply Co.,GF12,"90154A273 (External Retaining Ring for 12 mm OD, Zinc-Chromate-Plated Spring Steel, 100pk)",1,1,11.77,11.77,"External Retaining Ring for 12 mm OD, Zinc-Chromate-Plated Spring Steel, 100pk",0,", 24x540.305,",,,
Purchase Order,9/27/23,9/28/23,55167,McMaster-Carr Supply Co.,GF12,"92981A746 (Alloy Steel Shoulder Screws  4 mm Shoulder Diameter, 30 mm Shoulder Length, M3 x 0.5 ...",6,6,3.2,19.2,"Alloy Steel Shoulder Screws  4 mm Shoulder Diameter, 30 mm Shoulder Length, M3 x 0.5 mm Thread",0,", 6x540.303,",,,
Purchase Order,9/27/23,9/28/23,55167,McMaster-Carr Supply Co.,GF12,"94669A177 (Aluminum Unthreaded Spacer, 13 mm OD, 13 mm Long, for M5 Screw Size)",6,6,1.16,6.96,"Aluminum Unthreaded Spacer, 13 mm OD, 13 mm Long, for M5 Screw Size",0,", 6x120.304,",,,
Purchase Order,9/27/23,9/28/23,55167,McMaster-Carr Supply Co.,GF12,6484K449 (XL Series Timing Belt Trade No. 480xL037),2,2,17.02,34.04,XL Series Timing Belt Trade No. 480xL037,0,", 2x341.304,",,,
Purchase Order,9/27/23,9/28/23,55167,McMaster-Carr Supply Co.,GF12,"1277N717 (Corrosion-Resistant Timing Belt Pulley XL Series, Hub, 2 Flanges, 9.5mm Maximum Belt W...",8,8,14.84,118.72,"Corrosion-Resistant Timing Belt Pulley XL Series, Hub, 2 Flanges, 9.5mm Maximum Belt Width, 35mm OD",0,,,,
Purchase Order,9/27/23,9/28/23,55167,McMaster-Carr Supply Co.,GF12,6484K453 (XL Series Timing Belt Trade No. 630xL037),2,2,22.11,44.22,XL Series Timing Belt Trade No. 630xL037,0,", 2x341.302,",,,
Purchase Order,9/27/23,9/28/23,55167,McMaster-Carr Supply Co.,GF12,"1277N724 (Corrosion-Resistant Timing Belt Pulley XL, Hub, 2 Flanges, 9.5mm Maximum Width, 57mm O...",4,4,24.49,97.96,"Corrosion-Resistant Timing Belt Pulley XL, Hub, 2 Flanges, 9.5mm Maximum Width, 57mm OD, 8mm Shaft",0,", 4x341.303,",,,
Purchase Order,9/27/23,9/28/23,55167,McMaster-Carr Supply Co.,GF12,"1277N725 (Corrosion-Resistant Timing Belt Pulley XL, Hub, 2 Flanges, 9.5mm Maximum Width, 57mm O...",12,12,24.49,293.88,"Corrosion-Resistant Timing Belt Pulley XL, Hub, 2 Flanges, 9.5mm Maximum Width, 57mm OD, 12mm Shaft",0,", 12x470.317,",,,
Purchase Order,9/27/23,9/28/23,55167,McMaster-Carr Supply Co.,GF12,6484K239 (XL Series Timing Belt Trade No. 300xL037),3,3,12.87,38.61,XL Series Timing Belt Trade No. 300xL037,0,", 3x470.318,",,,
Purchase Order,9/27/23,9/28/23,55167,McMaster-Carr Supply Co.,GF12,6484K445 (XL Series Timing Belt Trade No. 400xL037),3,3,15.22,45.66,XL Series Timing Belt Trade No. 400xL037,0,", 3x470.319,",,,
Purchase Order,9/27/23,9/28/23,55167,McMaster-Carr Supply Co.,GF12,6484K452 (XL Series Timing Belt Trade No. 570xL037),2,2,20.04,40.08,XL Series Timing Belt Trade No. 570xL037,0,", 2x640.326,",,,
Purchase Order,9/27/23,10/6/23,55168,"Misumi USA, Inc.",GF12,"TWSSM20-10-4.5 (MISUMI Flat Spacers - NICKEL PLATED STEEL, 20MM OD, 10MM ID, 4.5MM THICK)",2,2,15.49,30.98,"MISUMI Flat Spacers - NICKEL PLATED STEEL, 20MM OD, 10MM ID, 4.5MM THICK",0,", 5x341.326, 4x640.309,",,,
Purchase Order,9/27/23,10/6/23,55168,"Misumi USA, Inc.",GF12,"ROCRHS50A-25 (Rollers - Baked-on Rubber Lining, with Bearings)",12,12,108.8,1305.6,"Rollers - Baked-on Rubber Lining, with Bearings",0,", 12x540.304,",,,
Purchase Order,9/27/23,10/6/23,55168,"Misumi USA, Inc.",GF12,TWSSM13-8-3 (Flat Spacers - Configurable Length),8,8,15.49,123.92,Flat Spacers - Configurable Length,0,", 6x341.327, 2x640.310,",,,
Purchase Order,9/27/23,10/6/23,55168,"Misumi USA, Inc.",GF12,TWSSM20-10-9.5 (Flat Spacers - Configurable Length),3,3,17.34,52.02,Flat Spacers - Configurable Length,0,", 3x470.320,",,,
Purchase Order,9/27/23,10/6/23,55168,"Misumi USA, Inc.",GF12,TWSSM20-12-7.5 (Flat Spacers - Configurable Length),6,6,17.34,104.04,Flat Spacers - Configurable Length,0,", 6x470.309,",,,
Purchase Order,9/27/23,10/6/23,55168,"Misumi USA, Inc.",GF12,TWSSM20-10-10 (Flat Spacers - Configurable Length),6,6,17.34,104.04,Flat Spacers - Configurable Length,0,", 6x470.310,",,,
Purchase Order,9/27/23,10/6/23,55168,"Misumi USA, Inc.",GF12,TWSSM20-10-8.5 (Flat Spacers - Configurable Length),3,3,17.34,52.02,Flat Spacers - Configurable Length,0,", 3x470.311,",,,
Purchase Order,9/27/23,9/27/23,55169,"AAP Automation, Inc.",GF12,3842523578 (BRX GUSSET 90X90 W/FASTNR 10-10MM),3,3,19.0571,57.17,BRX GUSSET 90X90 W/FASTNR 10-10MM,0,", 4x241.304, 3x400.301,",,,
Purchase Order,9/27/23,9/27/23,55169,"AAP Automation, Inc.",GF12,D-F7PSAPC (SMC ACTUATOR SENSOR),2,2,43.9623,87.92,SMC ACTUATOR SENSOR,0,", 2x331.312, 2x631.312,",,,
Purchase Order,9/27/23,9/27/23,55169,"AAP Automation, Inc.",GF12,"3842530283 (BRX T-NUT, 10MM, M5)",150,150,0.6429,96.44,"BRX T-NUT, 10MM, M5",0,Shop Inventory,,,
Purchase Order,9/27/23,9/27/23,55169,"AAP Automation, Inc.",GF12,"3842548752 (BRX GOTO 45x45 End Cap, Grey)",2,2,0.7857,1.57,"BRX GOTO 45x45 End Cap, Grey",0,", 2x341.333,",,,
Purchase Order,9/27/23,9/27/23,55169,"AAP Automation, Inc.",GF12,"3842548756 (BRX GOTO CAP COVER 45X90,GREY)",4,4,2.4571,9.83,"BRX GOTO CAP COVER 45X90,GREY",0,", 2x330.303, 2x630.303,",,,
Purchase Order,9/27/23,10/4/23,55170,Elesa USA Corp.,GF12,GN.16291 (Elesa Adjustable handles with threaded stud GN 300-63-M8-25-SW),20,20,6.44,128.8,Elesa Adjustable handles with threaded stud GN 300-63-M8-25-SW,0,", 12x540.302,",,,
Purchase Order,9/27/23,9/27/23,55171,Motion Industries,GF12,"1AM030AFXK (Flange-Mount Shaft Collar for 30 mm Diameter, Black-Oxide 1117 Carbon Steel)",0,0,65.21,0,"Flange-Mount Shaft Collar for 30 mm Diameter, Black-Oxide 1117 Carbon Steel",0,,,,
Purchase Order,9/27/23,9/27/23,55171,Motion Industries,GF12,"34LM012P5 (Clamping Shaft Collarfor 12 mm Diameter, Black-Oxide 1215 Carbon Steel)",0,0,1.73,0,"Clamping Shaft Collarfor 12 mm Diameter, Black-Oxide 1215 Carbon Steel",0,,,,
Purchase Order,9/27/23,9/27/23,55171,Motion Industries,GF12,"5LM012012F (Two-Piece Shaft Coupling Steel, for 12 mm x 12 mm Diameter Round Shaft)",0,0,44.78,0,"Two-Piece Shaft Coupling Steel, for 12 mm x 12 mm Diameter Round Shaft",0,,,,
Purchase Order,9/27/23,9/27/23,55172,Automation Direct,GF12,"7000-74011-0000000 (MURR FIELD CONNECTOR, RJ45, 8-PIN, IDC)",20,20,23,460,"MURR FIELD CONNECTOR, RJ45, 8-PIN, IDC",0,Shop Inventory,,,
Purchase Order,9/27/23,10/4/23,55173,Frontier Machining LLC,GF12,"GF12.414.01.B (CRANKSHAFT BLOCK, REV B)",16,16,123.75,1980,"CRANKSHAFT BLOCK, REV B",0,414.01,,,
Purchase Order,9/27/23,10/4/23,55173,Frontier Machining LLC,GF12,"GF12.414.02.B (LINEAR SHAFT CLAMP, REV B)",16,16,84.95,1359.2,"LINEAR SHAFT CLAMP, REV B",0,414.02,,,
Purchase Order,10/3/23,11/2/23,55177,Igus Inc.,GF12,"I-BFH-17-0 (PMA Support, 17mm)",40,40,2.75,110,"PMA Support, 17mm",0,,,,
Purchase Order,10/3/23,11/2/23,55177,Igus Inc.,GF12,"I-BFH-29-0 (PMA Support, 29mm)",100,100,6.43,643,"PMA Support, 29mm",0,,,,
Purchase Order,10/3/23,11/2/23,55177,Igus Inc.,GF12,"I-BMN-M20 (PMA Nut, M20x1.5 Thread)",10,10,1.65,16.5,"PMA Nut, M20x1.5 Thread",0,,,,
Purchase Order,10/3/23,11/2/23,55177,Igus Inc.,GF12,"I-BMN-M32 (PMA Nut, M32x1.5 Thread)",40,40,2.54,101.6,"PMA Nut, M32x1.5 Thread",0,,,,
Purchase Order,10/3/23,11/2/23,55177,Igus Inc.,GF12,"I-BVBD-M207GT (PMA Curved Elbow Fitting, 17mm, M20x1.5 Thread)",10,10,15.55,155.5,"PMA Curved Elbow Fitting, 17mm, M20x1.5 Thread",0,,,,
Purchase Order,10/3/23,11/2/23,55177,Igus Inc.,GF12,"I-BVBD-M329GT (PMA Curved Elbow Fitting, 29mm, M32x1.5 Thread)",10,10,36.51,365.1,"PMA Curved Elbow Fitting, 29mm, M32x1.5 Thread",0,,,,
Purchase Order,10/3/23,11/2/23,55177,Igus Inc.,GF12,"I-BVND-M329GT (PMA Straight Fitting, 29mm, M32x1.5 Thread)",30,30,16.23,486.9,"PMA Straight Fitting, 29mm, M32x1.5 Thread",0,,,,
Purchase Order,10/3/23,11/2/23,55177,Igus Inc.,GF12,"I-PCLT-17B (PMA Corrugated Tube, 17mm, Sold per Foot, 30M Per Roll (98'))",98,98,3.25,318.5,"PMA Corrugated Tube, 17mm, Sold per Foot, 30M Per Roll (98')",0,,,,
Purchase Order,10/3/23,11/2/23,55177,Igus Inc.,GF12,"I-PCLT-29B (PMA Corrugated Tube, 29mm, Sold per Foot, 30M Per Roll (98'))",91,91,3.56,323.96,"PMA Corrugated Tube, 29mm, Sold per Foot, 30M Per Roll (98')",0,,,,
Purchase Order,10/3/23,10/17/23,55178,Big Sky Energy Eq. Inc,GF12,GF12.540.03.A (TOE ROLLER POST MOUNT),6,6,35.5,213,TOE ROLLER POST MOUNT,0,,,,
Purchase Order,10/3/23,10/17/23,55178,Big Sky Energy Eq. Inc,GF12,GF12.540.04.A (TOE ROLLER WEIGHT),6,6,45,270,TOE ROLLER WEIGHT,0,,,,
Purchase Order,10/3/23,10/17/23,55178,Big Sky Energy Eq. Inc,GF12,GF12.540.05.A (PIVOT SHAFT),6,6,31.5,189,PIVOT SHAFT,0,,,,
Purchase Order,10/3/23,10/17/23,55178,Big Sky Energy Eq. Inc,GF12,GF12.540.06.A (STATIONARY SHAFT),6,6,32.5,195,STATIONARY SHAFT,0,,,,
Purchase Order,10/3/23,10/17/23,55179,Frontier Machining LLC,GF12,GF12.140.02.B (Slit Knife Linear Rod Bracket),2,2,150.3,300.6,Slit Knife Linear Rod Bracket,0,,,,
Purchase Order,10/3/23,10/17/23,55179,Frontier Machining LLC,GF12,GF12.540.01.A (Toe Roller Post RH),3,3,172.05,516.15,Toe Roller Post RH,0,,,,
Purchase Order,10/3/23,10/17/23,55179,Frontier Machining LLC,GF12,GF12.540.02.A (Toe Roller Post LH),3,3,172.05,516.15,Toe Roller Post LH,0,,,,
Purchase Order,10/3/23,11/2/23,55182,"AAP Automation, Inc.",GF12,2066626 (SICK BEF-KHZR085MPA Mounting Bracket for MPA Cylinder Sensor),4,4,6.8667,27.47,SICK BEF-KHZR085MPA Mounting Bracket for MPA Cylinder Sensor,0,216.315,,,
Purchase Order,10/3/23,10/12/23,55184,Igus Inc.,GF12,060-16-12-A2 (BRACKET SET),1,1,4.91,4.91,BRACKET SET,0,710.305,,,
Purchase Order,10/5/23,10/13/23,55187,Finishing Professionals,GF12,ANODIZE - HARD CLEAR (BATCH OF HARD CLEAR ANODIZING),1,1,155,155,BATCH OF HARD CLEAR ANODIZING,0,,,,
Purchase Order,10/5/23,10/10/23,55188,Denver Metal Finishing,GF12,PLATING - CLEAR ZINC (BATCH OF CLEAR ZINC PLATING),1,1,110,110,BATCH OF CLEAR ZINC PLATING,0,,,,
Purchase Order,10/5/23,10/13/23,55189,Finishing Professionals,GF12,ANODIZE - CLEAR (BATCH OF CLEAR ANODIZE),1,1,258,258,BATCH OF CLEAR ANODIZE,0,,,,
Purchase Order,10/5/23,10/13/23,55190,Finishing Professionals,GF12,ANODIZE - HARD CLEAR (BATCH OF HARD CLEAR ANODIZING),1,1,232.5,232.5,BATCH OF HARD CLEAR ANODIZING,0,,,,
Purchase Order,10/5/23,10/10/23,55191,Finishing Professionals,GF12,ANODIZE - HARD CLEAR (BATCH OF HARD CLEAR ANODIZING),1,1,310,310,BATCH OF HARD CLEAR ANODIZING,0,,,,
Purchase Order,10/5/23,10/13/23,55192,Finishing Professionals,GF12,ANODIZE - CLEAR (BATCH OF CLEAR ANODIZE),1,1,387,387,BATCH OF CLEAR ANODIZE,0,,,,
Purchase Order,10/5/23,10/6/23,55193,McMaster-Carr Supply Co.,GF12,"91458A116 (Threadlocker  LoctiteÆ 243, 1.69 FL. oz Bottle)",1,1,46.71,46.71,"Threadlocker  LoctiteÆ 243, 1.69 FL. oz Bottle",0,,,,
Purchase Order,10/5/23,10/6/23,55193,McMaster-Carr Supply Co.,GF12,"6063K16 (Clamping Two-Piece Shaft Collar for 12 mm Diameter, Black-Oxide 1215 Carbon Steel)",6,6,10.5,63,"Clamping Two-Piece Shaft Collar for 12 mm Diameter, Black-Oxide 1215 Carbon Steel",0,,,,
Purchase Order,10/6/23,10/27/23,55194,"Murrelektronik, Inc.",GF12,"7000-08061-6110750 (MURR M8 Female, 0deg A-Coded, 4-Pin, w/ Cable)",0,0,21.04,0,"MURR M8 Female, 0deg A-Coded, 4-Pin, w/ Cable",0,,,,
Purchase Order,10/6/23,10/27/23,55194,"Murrelektronik, Inc.",GF12,7000-12221-6340500 (M12 female 0∞ A-cod. 4-Pin with cable 5M),10,10,26.52,265.2,M12 female 0∞ A-cod. 4-Pin with cable 5M,0,,,,
Purchase Order,10/6/23,10/26/23,55195,Elesa USA Corp.,GF12,CE.84183-C1 (ELESA DD51-AN-002.0-D-C1 Digital Position Indicator),3,3,39.72,119.16,ELESA DD51-AN-002.0-D-C1 Digital Position Indicator,0,", 1x141.301, 2x242.302,",,,
Purchase Order,10/6/23,10/26/23,55195,Elesa USA Corp.,GF12,CE.84253-C1 (ELESA DD51-AN-005.0-D-C1 Digital Position Indicator),1,1,39.72,39.72,ELESA DD51-AN-005.0-D-C1 Digital Position Indicator,0,", 1x253.306,",,,
