Type,Date,Num,Source-Name,Part-Num,Item-Description,Location,Unit-Qty,Unit-Price,Cost,Cat1
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2L06-U01A,SMC FITTING,<Extra>,8.0,1.55,12.4,
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2L08-00A,"SMC FITTING, UNION ELBOW",134.311,10.0,1.87,18.700000000000003,Main Frame
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2L08-00A,"SMC FITTING, UNION ELBOW",217.315,8.0,1.87,14.96,Unwind/Punch Station
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2L08-00A,"SMC FITTING, UNION ELBOW",218.306,4.0,1.87,7.48,Unwind/Punch Station
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2L08-00A,"SMC FITTING, UNION ELBOW",230.323,4.0,1.87,7.48,Unwind/Punch Station
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2L08-00A,"SMC FITTING, UNION ELBOW",<Extra>,4.0,1.87,7.48,
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",KQ2L08-99A,"plug-in elbow, 8mm",342.332,8.0,1.42,11.36,Spout Station
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",KQ2L08-99A,"plug-in elbow, 8mm",<Extra>,2.0,1.42,2.84,
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2L08-U01A,"SMC FITTING, MALE ELBOW",243.308,2.0,2.19,4.38,Unwind/Punch Station
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2L08-U01A,"SMC FITTING, MALE ELBOW",650.304,2.0,2.19,4.38,Cap Station
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2L08-U01A,"SMC FITTING, MALE ELBOW",656.301,4.0,2.19,8.76,Cap Station
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2L08-U01A,"SMC FITTING, MALE ELBOW",660.304,2.0,2.19,4.38,Cap Station
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2L08-U02A,SMC FITTING,003.334,6.0,2.29,13.74,Spout Station
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2L08-U02A,SMC FITTING,218.303,4.0,2.29,9.16,Unwind/Punch Station
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",KQ2L08-U02A,SMC FITTING,331.304,2.0,2.3,4.6,Spout Station
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",KQ2L08-U02A,SMC FITTING,342.328,2.0,2.3,4.6,Spout Station
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",KQ2L08-U02A,SMC FITTING,343.309,1.0,2.3,2.3,Spout Station
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",KQ2L08-U02A,SMC FITTING,344.309,1.0,2.3,2.3,Spout Station
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",KQ2L08-U02A,SMC FITTING,631.304,2.0,2.3,4.6,Cap Station
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",KQ2L08-U02A,SMC FITTING,<Extra>,12.0,2.3,27.599999999999998,
Purchase Order,2023-11-06,55270.0,"AAP Automation, Inc.",KQ2L08-U02A,SMC FITTING,<Extra>,10.0,2.3,23.0,
<Stock>,,,,KQ2L08-U03,"SMC FITTING, UNIFIT",130.325,12.0,0.0,0.0,Main Frame
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2L08-U03A,"SMC FITTING, MALE ELBOW, 8mm tube to 3/8 unifit",,20.0,2.55,51.0,
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2L10-00A,"SMC FITTING, UNION ELBOW 10mm to 10mm Quick connect",217.316,3.0,2.81,8.43,Unwind/Punch Station
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2L10-00A,"SMC FITTING, UNION ELBOW 10mm to 10mm Quick connect",<Extra>,7.0,2.81,19.67,
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2L16-U04A,SMC FITTING,<Extra>,10.0,5.63,56.3,
Purchase Order,2023-11-06,55270.0,"AAP Automation, Inc.",KQ2P-08,SMC FITTING,<Extra>,20.0,0.63,12.6,
Purchase Order,2023-08-24,55098.0,"AAP Automation, Inc.",KQ2R04-08A,SMC FITTING,750.317,2.0,1.02,2.04,Delivery/Cutoff Station
Purchase Order,2023-08-24,55098.0,"AAP Automation, Inc.",KQ2R04-08A,SMC FITTING,<Extra>,8.0,1.02,8.16,
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2R06-08A,SMC FITTING,750.311,4.0,1.04,4.16,Delivery/Cutoff Station
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2R06-08A,SMC FITTING,<Extra>,6.0,1.04,6.24,
Purchase Order,2023-11-06,55270.0,"AAP Automation, Inc.",KQ2R06-08A,SMC FITTING,<Extra>,20.0,1.04,20.8,
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2R06-10A,SMC FITTING,170.307,2.0,1.08,2.16,Main Frame
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2R06-10A,SMC FITTING,<Extra>,8.0,1.08,8.64,
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",KQ2S06-M5A,"SMC FITTING, MALE CONNECTOR",343.311,2.0,1.34,2.68,Spout Station
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",KQ2S06-M5A,"SMC FITTING, MALE CONNECTOR",344.311,2.0,1.34,2.68,Spout Station
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",KQ2S06-M5A,"SMC FITTING, MALE CONNECTOR",656.304,2.0,1.34,2.68,Cap Station
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",KQ2S06-M5A,"SMC FITTING, MALE CONNECTOR",<Extra>,4.0,1.34,5.36,
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2T04-00A,SMC FITTING,341.332,1.0,1.69,1.69,Spout Station
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2T04-00A,SMC FITTING,470.314,9.0,1.69,15.209999999999999,Side Seal Station
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2T04-00A,SMC FITTING,530.306,2.0,1.69,3.38,Cross Seal Station
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2T04-00A,SMC FITTING,<Extra>,8.0,1.69,13.52,
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2T04-06A,SMC FITTING,342.330,8.0,2.39,19.12,Spout Station
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2T04-06A,SMC FITTING,750.310,4.0,2.39,9.56,Delivery/Cutoff Station
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2T04-06A,SMC FITTING,<Extra>,8.0,2.39,19.12,
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2T06-04A,"SMC FITTING ,DIFF DIA UNION TEE",470.315,2.0,2.16,4.32,Side Seal Station
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2T06-04A,"SMC FITTING ,DIFF DIA UNION TEE",<Extra>,8.0,2.16,17.28,
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2T06-08A,SMC FITTING,218.304,4.0,2.39,9.56,Unwind/Punch Station
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2T06-08A,SMC FITTING,243.306,4.0,2.39,9.56,Unwind/Punch Station
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2T06-08A,SMC FITTING,<Extra>,2.0,2.39,4.78,
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2T08-00A,"SMC FITTING, UNION TEE",130.327,6.0,2.43,14.580000000000002,Main Frame
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2T08-00A,"SMC FITTING, UNION TEE",230.322,4.0,2.43,9.72,Unwind/Punch Station
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2T08-00A,"SMC FITTING, UNION TEE",<Extra>,10.0,2.43,24.3,
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2T10-00A,SMC FITTING,217.317,1.0,3.07,3.07,Unwind/Punch Station
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2T10-00A,SMC FITTING,<Extra>,9.0,3.07,27.63,
Purchase Order,2023-11-06,55270.0,"AAP Automation, Inc.",KQ2T10-00A,SMC FITTING,<Extra>,20.0,3.08,61.6,
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2U04-00A,"SMC FITTING, BRANCH",530.303,1.0,2.53,2.53,Cross Seal Station
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",KQ2U04-00A,"SMC FITTING, BRANCH",<Extra>,9.0,2.53,22.77,
Purchase Order,2023-08-24,55098.0,"AAP Automation, Inc.",KQ2U06-00A,SMC FITTING,750.313,2.0,2.43,4.86,Delivery/Cutoff Station
Purchase Order,2023-08-24,55098.0,"AAP Automation, Inc.",KQ2U06-00A,SMC FITTING,<Extra>,8.0,2.43,19.44,
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",KQ2U06-08A,SMC FITTING,342.331,4.0,2.96,11.84,Spout Station
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",KQ2U06-08A,SMC FITTING,750.316,2.0,2.96,5.92,Delivery/Cutoff Station
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",KQ2U06-08A,SMC FITTING,<Extra>,4.0,2.96,11.84,
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",KQ2UD04-06A,SMS KQ2UD04-06A Straight 4 Way Union,320.305,1.0,4.16,4.16,Spout Station
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",KQ2UD04-06A,SMS KQ2UD04-06A Straight 4 Way Union,620.305,1.0,4.16,4.16,Cap Station
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",KQ2UD04-06A,SMS KQ2UD04-06A Straight 4 Way Union,<Extra>,8.0,4.16,33.28,
Purchase Order,2023-11-01,55265.0,"AAP Automation, Inc.",KQ2VS06-M5A,"SMC AIR FITTING, LOW PROFILE MALE ELBOW",243.307,8.0,3.72,29.76,Unwind/Punch Station
Purchase Order,2023-11-01,55265.0,"AAP Automation, Inc.",KQ2VS06-M5A,"SMC AIR FITTING, LOW PROFILE MALE ELBOW",<Extra>,2.0,3.72,7.44,
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",KQ2W08-U03A,"SMC FITTING, EXT MALE ELBOW",214.305,1.0,4.34,4.34,Unwind/Punch Station
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",KQ2W08-U03A,"SMC FITTING, EXT MALE ELBOW",230.324,8.0,4.34,34.72,Unwind/Punch Station
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",KQ2W08-U03A,"SMC FITTING, EXT MALE ELBOW",<Extra>,1.0,4.34,4.34,
<Stock>,,,,KTK-R-10,"FUSE, TYPE CC, FAST-ACTING, 10A, ONE POLE",004.316,6.0,0.0,0.0,Side Seal Station
<Stock>,,,,KTK-R-10,"FUSE, TYPE CC, FAST-ACTING, 10A, ONE POLE",005.318,4.0,0.0,0.0,Cross Seal Station
Purchase Order,2023-10-16,55211.0,"Misumi USA, Inc.",KXL06-02S,"Male High Speed Rotary Elbow Push to Connect Fitting, 6mm, 1/4 Rc thread",<Extra>,0.0,34.64,0.0,
Purchase Order,2023-10-16,55213.0,"Orange Coast Pneumatics, Inc.",KXL06-02S,"Male High Speed Rotary Elbow Push to Connect Fitting, 6mm, 1/4 Rc thread",<Extra>,4.0,32.65,130.6,
Purchase Order,2023-08-22,55078.0,"Misumi USA, Inc.",LHFCMF20,MISUMI 20mm Flanged Linear Bearing,650.312,4.0,32.79,131.16,Cap Station
Purchase Order,2023-08-22,55078.0,"Misumi USA, Inc.",LHFCMF20,MISUMI 20mm Flanged Linear Bearing,660.312,4.0,32.79,131.16,Cap Station
<Stock>,,,,LP-CC-30,"CLASS CC LOW-PEAK TIME-DELAY, REJECTION TYPE FUSE, 30A, 3-POLE",001.319,3.0,0.0,0.0,Main Controls
<Stock>,,,,LP-CC-6,"FUSE, TYPE CC, TIME DELAY, 6A",002.343,3.0,0.0,0.0,Unwind/Punch Station
<Stock>,,,,LP-CC-6,"FUSE, TYPE CC, TIME DELAY, 6A",007.316,3.0,0.0,0.0,Spout Station
<Stock>,,,,LP-CC-6,"FUSE, TYPE CC, TIME DELAY, 6A",008.316,3.0,0.0,0.0,Cap Station
<Stock>,,,,LPJ-80SP,"FUSE, UL CLASS J, TIME DELAY, 600V, 80A, 300KA INTERRUPT RATING",001.345,9.0,0.0,0.0,Main Controls
Purchase Order,2023-08-11,55050.0,Keyence Corporation,LR-TB5000C,KEYENCE ALL PURPOSE LASER DISTANCE SENSOR,223.301,2.0,560.0,1120.0,Unwind/Punch Station
Purchase Order,2023-11-20,55304.0,Keyence Corporation,LR-ZB100CP,"Sellf Contained Laser Sensor, 100mm range, 4-pin M8, PNP",,6.0,210.0,1260.0,
Purchase Order,2023-08-02,55026.0,"Misumi USA, Inc.",LRGEA2.0Z-500-K4-B120,"Misumi Rack Gears - Pressure Angle 20, 000mm",114.304,2.0,180.72,361.44,Main Frame
Purchase Order,2023-08-02,55026.0,"Misumi USA, Inc.",LRGEA2.0Z-860-K7-B120,"Misumi Rack Gears - Pressure Angle 20, 860mm",113.304,4.0,237.74,950.96,Main Frame
Purchase Order,2023-11-07,55276.0,Waco Electronics,M-11-427,"Brady Label Cartridge, 0.75"" x 0.50"" x 0.375"", 360/Roll",,4.0,46.79,187.16,
Purchase Order,2023-11-07,55276.0,Waco Electronics,M-89-427,"Brady Label Cartridge, 0.50"" x 1.50"" x 0.50"", 180/Roll",,6.0,28.34,170.04,
<Stock>,,,,M22-DL-B,"MOMENTARY PUSH BUTTON, ILLUMINATED, BLUE LED, 2NO CONTACT, 24VDC, TYPE 4",009.305,1.0,0.0,0.0,Delivery/Cutoff Station
<Stock>,,,,M22-DL-G-K10-G,"MOMENTARY PUSH BUTTON, ILLUMINATED, GREEN LED, lNO CONTACT, 24VDC, NEMA 4",002.338,1.0,0.0,0.0,Unwind/Punch Station
<Stock>,,,,M22-DL-G-K10-G,"MOMENTARY PUSH BUTTON, ILLUMINATED, GREEN LED, lNO CONTACT, 24VDC, NEMA 4",009.306,1.0,0.0,0.0,Delivery/Cutoff Station
<Stock>,,,,M22-DL-R-K01-R,"MOMENTARY PUSH BUTTON, ILLUMINATED, RED LED, lNO CONTACT, 24VDC, NEMA 4",002.339,1.0,0.0,0.0,Unwind/Punch Station
<Stock>,,,,M22-DL-R-K01-R,"MOMENTARY PUSH BUTTON, ILLUMINATED, RED LED, lNO CONTACT, 24VDC, NEMA 4",009.307,1.0,0.0,0.0,Delivery/Cutoff Station
<Stock>,,,,M22-K10,"CONTACT BLOCK, NO, 24VDC",009.308,1.0,0.0,0.0,Delivery/Cutoff Station
<Stock>,,,,M22-LED-B,"LED LAMP BLOCK, BLUE, 24VDC",009.309,1.0,0.0,0.0,Delivery/Cutoff Station
Purchase Order,2023-08-23,55079.0,Motion Industries,MC-08,"Set Screw Shaft Collarfor 8 mm Diameter, Black-Oxide 1215 Carbon Steel",140.313,2.0,2.17,4.34,Main Frame
Purchase Order,2023-08-23,55079.0,Motion Industries,MC-08,"Set Screw Shaft Collarfor 8 mm Diameter, Black-Oxide 1215 Carbon Steel",241.311,8.0,2.17,17.36,Unwind/Punch Station
Purchase Order,2023-08-23,55079.0,Motion Industries,MC-08,"Set Screw Shaft Collarfor 8 mm Diameter, Black-Oxide 1215 Carbon Steel",<Extra>,1.0,2.17,2.17,
Purchase Order,2023-08-23,55079.0,Motion Industries,MCL-20-F,"Clamping Shaft Collar for 20 mm Diameter, Black-Oxide 1215 Carbon Steel",341.321,2.0,6.24,12.48,Spout Station
Purchase Order,2023-08-23,55079.0,Motion Industries,MCL-20-F,"Clamping Shaft Collar for 20 mm Diameter, Black-Oxide 1215 Carbon Steel",530.310,2.0,6.24,12.48,Cross Seal Station
Purchase Order,2023-08-23,55079.0,Motion Industries,MCL-20-F,"Clamping Shaft Collar for 20 mm Diameter, Black-Oxide 1215 Carbon Steel",640.319,2.0,6.24,12.48,Cap Station
<Stock>,,,,ME000220,"FAN BRACKET, ANODIZED ALUMINUM",004.328,1.0,0.0,0.0,Side Seal Station
<Stock>,,,,ME000220,"FAN BRACKET, ANODIZED ALUMINUM",005.328,1.0,0.0,0.0,Cross Seal Station
Purchase Order,2023-10-19,55222.0,"Zimmer Group US, Inc.",MFS02-S-KHC-P1-PNP,"MAGNETIC FIELD SENSORS, SERIES MFS, FOR ZIMMER GRIPPERS, M8 3 PIN CONNECTOR",654.301,2.0,95.3,190.6,Cap Station
Purchase Order,2023-10-19,55222.0,"Zimmer Group US, Inc.",MFS02-S-KHC-P1-PNP,"MAGNETIC FIELD SENSORS, SERIES MFS, FOR ZIMMER GRIPPERS, M8 3 PIN CONNECTOR",664.301,2.0,95.3,190.6,Cap Station
Purchase Order,2023-10-19,55222.0,"Zimmer Group US, Inc.",MFS02-S-KHC-P1-PNP,"MAGNETIC FIELD SENSORS, SERIES MFS, FOR ZIMMER GRIPPERS, M8 3 PIN CONNECTOR",<Extra>,2.0,95.3,190.6,
<Stock>,,,,MI-ADAPT-BAY-A01,1/8in Bayonet Adapter,413.302,6.0,0.0,0.0,Side Seal Station
<Stock>,,,,MI-ADAPT-BAY-A01,1/8in Bayonet Adapter,423.302,6.0,0.0,0.0,Side Seal Station
<Stock>,,,,MI-ADAPT-BAY-A01,1/8in Bayonet Adapter,453.302,3.0,0.0,0.0,Side Seal Station
<Stock>,,,,MI-ADAPT-BAY-A01,1/8in Bayonet Adapter,463.302,3.0,0.0,0.0,Side Seal Station
<Stock>,,,,MI-ADAPT-BAY-A01,1/8in Bayonet Adapter,513.302,3.0,0.0,0.0,Cross Seal Station
<Stock>,,,,MI-ADAPT-BAY-A01,1/8in Bayonet Adapter,523.302,3.0,0.0,0.0,Cross Seal Station
Purchase Order,2023-04-26,54862.0,"AAP Automation, Inc.",MIW25-25D,2 Finger Escapement	,343.304,1.0,353.11,353.11,Spout Station
Purchase Order,2023-04-26,54862.0,"AAP Automation, Inc.",MIW25-25D,2 Finger Escapement	,344.304,1.0,353.11,353.11,Spout Station
Purchase Order,2023-04-26,54862.0,"AAP Automation, Inc.",MIW25-25D,2 Finger Escapement	,653.303,1.0,353.11,353.11,Cap Station
Purchase Order,2023-04-26,54862.0,"AAP Automation, Inc.",MIW25-25D,2 Finger Escapement	,663.303,1.0,353.11,353.11,Cap Station
Purchase Order,2023-08-24,55073.0,"AAP Automation, Inc.",MIW25-25DA,SMC MIW25-25DA 2-Finger Escapement,<Extra>,2.0,381.19,762.38,
Purchase Order,2023-07-10,54979.0,"Zimmer Group US, Inc.",MKS1505AK,MKS Series Pneumatic clamp for 15mm bosch profile rail,341.330,2.0,428.1,856.2,Spout Station
Purchase Order,2023-07-10,54979.0,"Zimmer Group US, Inc.",MKS1505AK,MKS Series Pneumatic clamp for 15mm bosch profile rail,415.302,12.0,428.1,5137.200000000001,Side Seal Station
Purchase Order,2023-07-10,54979.0,"Zimmer Group US, Inc.",MKS1505AK,MKS Series Pneumatic clamp for 15mm bosch profile rail,530.317,4.0,428.1,1712.4,Cross Seal Station
Purchase Order,2023-07-10,54979.0,"Zimmer Group US, Inc.",MKS1505AK,MKS Series Pneumatic clamp for 15mm bosch profile rail,640.302,2.0,428.1,856.2,Cap Station
Purchase Order,2023-07-10,54979.0,"Zimmer Group US, Inc.",MKS2505AK,MKS Series Pneumatic Clamp (ZIMMER GROUP),320.302,4.0,455.0,1820.0,Spout Station
Purchase Order,2023-07-10,54979.0,"Zimmer Group US, Inc.",MKS2505AK,MKS Series Pneumatic Clamp (ZIMMER GROUP),620.302,4.0,455.0,1820.0,Cap Station
<Stock>,,,,MOD-AD250,"PLUG-IN RELAY PROTECTION DIODE, 6..250VDC",002.337,4.0,0.0,0.0,Unwind/Punch Station
Purchase Order,2023-06-12,54937.0,"AAP Automation, Inc.",MV0000187992,STOBER P231SPSS0100ME,820.301,1.0,1018.96,1018.96,Delivery/Cutoff Station
Purchase Order,2023-06-12,54937.0,"AAP Automation, Inc.",MV0000190342,STOBER P731SPSS0100ME GEARBOX,133.303,5.0,2926.11,14630.550000000001,Main Frame
Purchase Order,2023-06-12,54937.0,"AAP Automation, Inc.",MV0000190347,STOBER K302SG0200ME20 - Lower Cross Seal Gearbox  Position shaft / pinion Shrink ring side 3 Cov...,512.304,1.0,2926.03,2926.03,Cross Seal Station
Purchase Order,2023-06-12,54937.0,"AAP Automation, Inc.",MV0000190348,STOBER K302SG0200ME20 - Lower Cross Seal Gearbox  Position shaft / pinion Shrink ring side 4 Cov...,522.304,1.0,2926.03,2926.03,Cross Seal Station
Purchase Order,2023-06-12,54937.0,"AAP Automation, Inc.",MV0000190349,STOBER K302SG0200ME20 Lower Side Seal Bar Gearboxes  Position shaft / pinion Shrink ring side 3 ...,422.304,3.0,2926.03,8778.09,Side Seal Station
Purchase Order,2023-06-12,54937.0,"AAP Automation, Inc.",MV0000190350,STOBER K302SG0200ME20 Lower Side Seal Bar Gearboxes  Position shaft / pinion Shrink ring side 4 ...,412.304,3.0,2926.03,8778.09,Side Seal Station
Purchase Order,2023-06-12,54937.0,"AAP Automation, Inc.",MV0000194957,Stober K713WG0590ME30 Gearbox,220.308,2.0,6236.29,12472.58,Unwind/Punch Station
Purchase Order,2023-07-19,55000.0,"AAP Automation, Inc.",MV0000196801,STOBER P731SGSS0100ME Gearbox,,0.0,2820.35,0.0,
Purchase Order,2023-04-26,54862.0,"AAP Automation, Inc.",MY1C20-300L,SMC Rodless Pneumatic Actuator,343.303,1.0,428.93,428.93,Spout Station
Purchase Order,2023-04-26,54862.0,"AAP Automation, Inc.",MY1C20-300L,SMC Rodless Pneumatic Actuator,344.303,1.0,428.93,428.93,Spout Station
Purchase Order,2023-04-26,54862.0,"AAP Automation, Inc.",MY3B25-300H,SMC Rodless Pneumatic Actuator,650.307,1.0,320.62,320.62,Cap Station
Purchase Order,2023-04-26,54862.0,"AAP Automation, Inc.",MY3B25-300H,SMC Rodless Pneumatic Actuator,660.307,1.0,320.62,320.62,Cap Station
Purchase Order,2023-08-24,55037.0,"AAP Automation, Inc.",MYAJ25,SMC FLOATING BRACKET,656.309,4.0,31.96,127.84,Cap Station
Purchase Order,2023-03-16,54804.0,Acrolab LTD,Misc,Misc Item,,1.0,35.0,35.0,
Purchase Order,2023-03-20,54809.0,Bonnell Aluminum,Misc,Misc Item,,1.0,2500.0,2500.0,
Purchase Order,2023-03-28,54824.0,Saginaw Control & Engineering,Misc,Misc Item,,1.0,180.0,180.0,
Purchase Order,2023-06-26,54963.0,Amazon,Misc,Misc Item,,1.0,118.79,118.79,
Purchase Order,2023-06-29,54970.0,Ron Grob Company,Misc,Misc Item,,77.0,15.26,1175.02,
Purchase Order,2023-07-12,54989.0,3J Inc.,Misc,Misc Item,,77.0,14.22,1094.94,
Purchase Order,2023-07-19,55001.0,Xometry,Misc,Misc Item,,1.0,39.37,39.37,
Purchase Order,2023-08-08,55033.0,H&S Group,Misc,Misc Item,,5.0,683.0,3415.0,
Purchase Order,2023-08-08,55033.0,H&S Group,Misc,Misc Item,,2.0,683.0,1366.0,
Purchase Order,2023-08-11,55048.0,H&S Group,Misc,Misc Item,,33.0,102.5,3382.5,
Purchase Order,2023-08-24,55096.0,Olympic Metals,Misc,Misc Item,,1.0,157.5,157.5,
Purchase Order,2023-08-24,55096.0,Olympic Metals,Misc,Misc Item,,1.0,75.0,75.0,
Purchase Order,2023-08-24,55096.0,Olympic Metals,Misc,Misc Item,,1.0,90.0,90.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.06,6.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.1,10.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,500.0,0.02,10.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,400.0,0.09,36.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,1.0,100.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,1.05,105.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,1.05,105.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,1.1,110.00000000000001,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,1.2,120.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,50.0,1.6,80.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,1.5,150.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,50.0,0.6,30.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.78,78.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.7,70.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,50.0,1.0,50.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,50.0,1.2,60.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,50.0,1.4,70.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.3,30.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.28,28.000000000000004,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.15,15.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.4,40.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.5,50.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.52,52.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.4,40.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.56,56.00000000000001,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,1.0,100.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,400.0,0.4,160.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,500.0,0.15,75.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.12,12.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,400.0,0.26,104.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.15,15.0,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,200.0,0.28,56.00000000000001,
Purchase Order,2023-08-31,55125.0,Monroe Fasteners LLC,Misc,Misc Item,,100.0,0.2,20.0,
